mc_name,col_id,syn_name,rank,name_status,genus,subgenus,species,infraspecies_marker,infraspecies,author,record_scrutiny_date,online_resource,is_extinct,name_html,url
Plasmopara halstedii,ada07237f2ca13c2d0bf529507426ea4,Plasmopara helianthi perennis,infraspecies,synonym,Plasmopara,,helianthi,f.,perennis,"Novot., 1962",,,0,"<i>Plasmopara helianthi perennis</i> Novot., 1962",http://www.catalogueoflife.org/col/details/species/id/71b8c105b20e90bf0d2520164c396ed2/synonym/ada07237f2ca13c2d0bf529507426ea4
Plasmopara halstedii,3fb6c4f4f54bf0b096265e7316e761b1,Rhysotheca halstedii,species,synonym,Rhysotheca,,halstedii,,,"(Farl.) G. W. Wilson, 1907",,,0,"<i>Rhysotheca halstedii</i> (Farl.) G. W. Wilson, 1907",http://www.catalogueoflife.org/col/details/species/id/71b8c105b20e90bf0d2520164c396ed2/synonym/3fb6c4f4f54bf0b096265e7316e761b1
Plasmopara obducens,a0e5c063b4e0b3c6644c81cd36a0b8e6,Peronospora obducens,species,synonym,Peronospora,,obducens,,,"J. Schröt., 1877",,,0,"<i>Peronospora obducens</i> J. Schröt., 1877",http://www.catalogueoflife.org/col/details/species/id/219551755478e283c31937a52e6e8a58/synonym/a0e5c063b4e0b3c6644c81cd36a0b8e6
Plasmopara obducens,70054e4c580821279598f73f6c1af044,Rhysotheca obducens,species,synonym,Rhysotheca,,obducens,,,"(J. Schröt.) G. W. Wilson, 1907",,,0,"<i>Rhysotheca obducens</i> (J. Schröt.) G. W. Wilson, 1907",http://www.catalogueoflife.org/col/details/species/id/219551755478e283c31937a52e6e8a58/synonym/70054e4c580821279598f73f6c1af044
Pseudoperonospora cubensis,a958583b0b9c60a9ee276a16253714d7,Peronoplasmopara cubensis,species,synonym,Peronoplasmopara,,cubensis,,,"(Berk. & M. A. Curtis) G. P. Clinton, 1905",,,0,"<i>Peronoplasmopara cubensis</i> (Berk. & M. A. Curtis) G. P. Clinton, 1905",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/a958583b0b9c60a9ee276a16253714d7
Pseudoperonospora cubensis,0d7861a6032d734c4f2c1570127315f5,Peronoplasmopara humuli,species,synonym,Peronoplasmopara,,humuli,,,"Miyabe & Takah., 1905",,,0,"<i>Peronoplasmopara humuli</i> Miyabe & Takah., 1905",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/0d7861a6032d734c4f2c1570127315f5
Pseudoperonospora cubensis,01437deda1cf4e1dab8a850c5221083e,Peronospora atra,species,synonym,Peronospora,,atra,,,"Zimm., 1902",,,0,"<i>Peronospora atra</i> Zimm., 1902",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/01437deda1cf4e1dab8a850c5221083e
Pseudoperonospora cubensis,d3b97c6b311e72c49d9543c8c0da6039,Peronospora cubensis,species,synonym,Peronospora,,cubensis,,,"Berk. & M. A. Curtis, 1868",,,0,"<i>Peronospora cubensis</i> Berk. & M. A. Curtis, 1868",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/d3b97c6b311e72c49d9543c8c0da6039
Pseudoperonospora cubensis,0e10c776a87f826528c70c9e4d12a9a7,Peronospora humuli,species,synonym,Peronospora,,humuli,,,"(Miyabe & Takah.) Skalický, 1966",,,0,"<i>Peronospora humuli</i> (Miyabe & Takah.) Skalický, 1966",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/0e10c776a87f826528c70c9e4d12a9a7
Pseudoperonospora cubensis,286aa53f70c17c79b4ab1ea0b6ed69fd,Plasmopara cubensis,species,synonym,Plasmopara,,cubensis,,,"(Berk. & M. A. Curtis) Humphrey, 1891",,,0,"<i>Plasmopara cubensis</i> (Berk. & M. A. Curtis) Humphrey, 1891",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/286aa53f70c17c79b4ab1ea0b6ed69fd
Pseudoperonospora cubensis,153a64894ad9b613f9b3f6e366df54b3,Plasmopara cubensis atra,infraspecies,synonym,Plasmopara,,cubensis,var.,atra,"(Zimm.) Sacc. & D. Sacc., 1905",,,0,"<i>Plasmopara cubensis atra</i> (Zimm.) Sacc. & D. Sacc., 1905",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/153a64894ad9b613f9b3f6e366df54b3
Pseudoperonospora cubensis,5bde8e9f7d354c2bb599c53322db39c1,Plasmopara cubensis cubensis,infraspecies,synonym,Plasmopara,,cubensis,var.,cubensis,"(Berk. & M. A. Curtis) Humphrey, 1891",,,0,"<i>Plasmopara cubensis cubensis</i> (Berk. & M. A. Curtis) Humphrey, 1891",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/5bde8e9f7d354c2bb599c53322db39c1
Pseudoperonospora cubensis,e012d87d77a28c6cc7b72c2c493867ec,Plasmopara cubensis tweriensis,infraspecies,synonym,Plasmopara,,cubensis,var.,tweriensis,"(Rostovzev) Sacc. & D. Sacc., 1905",,,0,"<i>Plasmopara cubensis tweriensis</i> (Rostovzev) Sacc. & D. Sacc., 1905",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/e012d87d77a28c6cc7b72c2c493867ec
Pseudoperonospora cubensis,37bdd299ccae46cdc2f35d70de8b2de7,Plasmopara humuli,species,synonym,Plasmopara,,humuli,,,"(Miyabe & Takah.) Sacc., 1912",,,0,"<i>Plasmopara humuli</i> (Miyabe & Takah.) Sacc., 1912",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/37bdd299ccae46cdc2f35d70de8b2de7
Pseudoperonospora cubensis,534c311aa68b46b8a9eac253770699da,Pseudoperonospora celtidis humuli,infraspecies,synonym,Pseudoperonospora,,celtidis,var.,humuli,"Davis, 1910",,,0,"<i>Pseudoperonospora celtidis humuli</i> Davis, 1910",http://www.catalogueoflife.org/col/details/species/id/d19030f6ed2f9ed56120ae94436e1636/synonym/534c311aa68b46b8a9eac253770699da
